# file...... Climate_CA-San_francisco.csv
# date...... Wed Sep 06 10:15:08 2017
# user...... Jon
# host...... (null)
# target.... climate 1078
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,temperature,solar_direct,wind_speed,rainfall,snowdepth,solar_global
2009-01-01 00:00:00 PST,+39.022,+0,+4.69757,+0.31496,+0,+0
2009-01-01 01:00:00 PST,+39.922,+0,+8.05297,+0.31496,+0,+0
2009-01-01 02:00:00 PST,+37.042,+0,+4.69757,+0.31496,+0,+0
2009-01-01 03:00:00 PST,+39.022,+0,+0,+0.31496,+0,+0
2009-01-01 04:00:00 PST,+35.062,+0,+3.3554,+0.31496,+0,+0
2009-01-01 05:00:00 PST,+35.062,+0,+3.3554,+0.31496,+0,+0
2009-01-01 06:00:00 PST,+35.062,+0,+3.3554,+0.31496,+0,+0
2009-01-01 07:00:00 PST,+35.962,+2.9729,+0,+0.31496,+0,+1.57935
2009-01-01 08:00:00 PST,+37.042,+33.7238,+0,+0.31496,+0,+10.4051
2009-01-01 09:00:00 PST,+42.082,+54.8128,+0,+0.31496,+0,+24.0619
2009-01-01 10:00:00 PST,+42.982,+65.125,+3.3554,+0.27559,+0,+35.5819
2009-01-01 11:00:00 PST,+44.062,+69.5844,+4.69757,+0.27559,+0,+42.5496
2009-01-01 12:00:00 PST,+44.962,+69.6773,+4.69757,+0.27559,+0,+43.5715
2009-01-01 13:00:00 PST,+44.962,+66.0541,+3.3554,+0.27559,+0,+39.0193
2009-01-01 14:00:00 PST,+46.042,+60.387,+0,+0.27559,+0,+29.4503
2009-01-01 15:00:00 PST,+44.962,+44.8722,+3.3554,+0.27559,+0,+16.1651
2009-01-01 16:00:00 PST,+44.062,+12.7277,+2.23694,+0.27559,+0,+3.71612
2009-01-01 17:00:00 PST,+42.982,+0,+3.3554,+0.27559,+0,+0
2009-01-01 18:00:00 PST,+39.922,+0,+4.69757,+0.27559,+0,+0
2009-01-01 19:00:00 PST,+39.022,+0,+3.3554,+0.27559,+0,+0
2009-01-01 20:00:00 PST,+39.922,+0,+2.23694,+0.27559,+0,+0
2009-01-01 21:00:00 PST,+37.942,+0,+2.23694,+0.27559,+0,+0
2009-01-01 22:00:00 PST,+37.042,+0,+2.23694,+0.27559,+0,+0
2009-01-01 23:00:00 PST,+35.962,+0,+2.23694,+0.27559,+0,+0
2009-01-02 00:00:00 PST,+35.962,+0,+0,+0.27559,+0,+0
2009-01-02 01:00:00 PST,+35.062,+0,+3.3554,+0.27559,+0,+0
2009-01-02 02:00:00 PST,+33.082,+0,+3.3554,+0.27559,+0,+0
2009-01-02 03:00:00 PST,+33.982,+0,+0,+0.27559,+0,+0
2009-01-02 04:00:00 PST,+33.082,+0,+0,+0.27559,+0,+0
2009-01-02 05:00:00 PST,+33.982,+0,+0,+0.27559,+0,+0
2009-01-02 06:00:00 PST,+32.002,+0,+4.69757,+0.31496,+0,+0
2009-01-02 07:00:00 PST,+33.082,+2.50838,+0,+0.31496,+0,+1.57935
2009-01-02 08:00:00 PST,+37.042,+3.34451,+0,+0.31496,+0,+7.89676
2009-01-02 09:00:00 PST,+39.922,+43.3857,+4.69757,+0.31496,+0,+22.7612
2009-01-02 10:00:00 PST,+42.082,+35.489,+5.81603,+0.31496,+0,+25.827
2009-01-02 11:00:00 PST,+44.062,+27.3135,+5.81603,+0.31496,+0,+32.7948
2009-01-02 12:00:00 PST,+46.042,+32.4232,+5.81603,+0.35433,+0,+31.7728
2009-01-02 13:00:00 PST,+44.962,+27.5922,+5.81603,+0.35433,+0,+28.7999
2009-01-02 14:00:00 PST,+46.942,+9.38321,+5.81603,+0.35433,+0,+17.5587
2009-01-02 15:00:00 PST,+46.942,+19.6954,+5.81603,+0.35433,+0,+12.449
